Product,UserName,SkinCond_Age,Recommend,PostDate,Review,Rating
Tamagohada Mild Peeling Face Wash,esmacchiato,18 and Under,esmacchiato recommends this product!,5 days ago,"baguss emg fw hadalabo ini karna ada aha bha syg bgt tp aku punya fw baru, aku mau jual preloved baru aku pake 4-5x isi masih 98% lah baru bgt pake soalnya, aku beli harga 50k via shopee jual 45k aja, bisa tawar kok, kalo minat bisa dm aku ke ig @esmacchiato",5
Creamy Wash,salsabilazka,"Oily, 19 - 24",salsabilazka recommends this product!,5 hours ago,"facewash yang cukup ampuh buat ngurangi jerawat. Foamnya banyak tapi ngga bikin terlalu kering, but tetep harus pake toner abis cuci muka😂 dengan harga segitu facewash ini udah oke bangetlah, not bad at all! udah repurchase beberapa kali juga:) tapi so sorry, sekarang ... Read more",5
Creamy Wash,rahmadhess,"Combination, 19 - 24",rahmadhess recommends this product!,8 hours ago,penyelamat buat yg jerawatan banget! mau jenis jerawat apa aja acnes ini emang bisa banget bantu. ga perih sama sekali di wajah teksturmya creamy dan gampang bgt dibilasnya jadi bener2 aman buat yg jerawatan,5
Creamy Wash,Safitri_123,"Combination, 18 and Under",Safitri_123 recommends this product!,a day ago,"FACE WASH FAVORIT BANGETT, UDH BELI YANG KE EMPAT KALINYAA, FW INI EMANG AMPUH BANGET BUAT MATENGIN JERAWAT, TAPI SETELAH PEMAKAIAN, AGA2 KESET GITU, YA WAJAR KARNA ADA ALCOHOLNYA, TPI TENANG AJA, KANDUNGAN ,ALCOHOLNYA GK TERMASUK 10 BESAR, BTW, KULIT KU KOMBINASI. 😀👍",5
Creamy Wash,dinariandhani,"Combination, 19 - 24",dinariandhani recommends this product!,a day ago,"Creamy sekali dan gentle untuk wajah yang sedang break out. harga juga tergolong affordable, pertolongan pertama lah jika lagi jerawatan karena facial wash juga salah satu langkah penting di skincare.",4
Creamy Wash,nandyayunita,"Combination, 19 - 24",nandyayunita recommends this product!,a day ago,"gangerti aku, kadang cocok kadang gak pake ni facial wash :))) kadang ngaruh kadang juga gak haha :)) jadi bingung mau reviewnya gimana. tapi aku selalu repurchased ini kl lagi jerawatan. karena tipe muka ku sensitif banget jadi takut nyoba2 facial wash lain yg ada mala ... Read more",3
Creamy Wash,sinook,"Oily, 25 - 29",sinook recommends this product!,a day ago,"pas kondisi muka jerawatan parah bingung nyari FW yang bikin jerawat segera mereda dan mengurangi minyak di kulit, akhirnya baca2 review di FD dan jatuhlah pilihanku sama acnes creamy wash ini. bener2 membantu mengeringkan jerawat dan ngontrol minyak di muka aku. semoga ... Read more",5
Creamy Wash,yonyonluv,"Combination, 19 - 24",yonyonluv recommends this product!,2 days ago,Menurutku ini sabun jerawat yang gak neko neko tapi membersihkan. sabun muka pertamaku semenjak smp kalo nggak salah ya. dia tu ga bikin bruntusan atau breakout atau kekeringan di mukaku. aman aman aja. ga bikin perubahan yg signifikan juga sih. jadi cuma membersihkan,4
Creamy Wash,yulisaim,"Combination, 19 - 24",yulisaim recommends this product!,3 days ago,"Ngebantu banget pas lagi ada jerawat yg ada matanya, pas lagi bruntusan, dan pas lagi komedoan baik itu blackheads atau whiteheads. Dia sifatnya bikin kering dan seolah narik sebum sampe bener2 bersih dan aku suka banget abis pake ini hidung langsung terasa lebih lembut ... Read more",4
Creamy Wash,rafidamahira,"Oily, 18 and Under",rafidamahira recommends this product!,3 days ago,"Untuk aku yang jenis kulitnya berminyak dan berjerawat, Biasa aja gak ada efek samping yang neko-neko, gak bikin breakout gak bikin tambah jerawatan tapi gak menghilangkan jerawat juga, harganya murah, gampang dicari, lumayanlah buat facial wash sehari hari",4
Creamy Wash,mutiaraal,"Oily, 19 - 24",mutiaraal recommends this product!,3 days ago,"aku termasuk orang yang tidak beruntung pake ini. dulu pake ini karena jerawatann, pake ini berharap bisa sedikit membersihkan wajah tanpa memperparahh jerawat ataupun menambah jerawat baruuuu. tapi ternyataaa aku tidak cocok dan malah breakout huhu",2
Foaming Face Wash,pipittmatsuyama,"Combination, 25 - 29",pipittmatsuyama doesn't recommend this product!,3 minutes ago,"2 kali beli face wash ini karna pas pulkam lupa bawa facial foam, dan milih produk ini karna harganya yg paling murah. Wkwkwk. Kesan selama pakai ini biasa aja sih ya. Menurutku busanya banyak banget, jadi ngabisin air buat bilasnya. Terus tiap habis cuci muka rasanya k ... Read more",3
Foaming Face Wash,raraazhara,"Combination, 18 and Under",raraazhara doesn't recommend this product!,an hour ago,"face wash pertama aku waktu smp, aku pake ini lumayan lama, gak ada yang istimewa sih dari face wash ini yaa kayak face wash pada umumnya dan dia cocok banget buat pemula. tapi lama"" dia bikin wajah aku jadi kering gitu dan agak panas, alhasil harus cari yg lain dehh😌",4
Foaming Face Wash,xolovekim,"Combination, 19 - 24",xolovekim doesn't recommend this product!,6 hours ago,"Face wash pertama aku, jadi aku dapet rekomen dari temen katanya bagus tapi sayang dari awal pertama pakai bener bener ga cocok di muka aku, kulit muka jadi kering dan terkelupas sehabis pakai dan rasanya juga agak perih, jadi aku stop dan ga mau pakai lagi",2
Foaming Face Wash,nulheamjoy,"Oily, 18 and Under",nulheamjoy doesn't recommend this product!,13 hours ago,"No, ada kandungan yg buruk buat kulit. Dia ga nyelesain masalah oil control gt, malah b aja hasilnya. Ga nimbulin breakout cuma aku tidak suka sama salahsatu ingredients nya, i think dia juga malah kurg safety buat kulit. Repurchase? no.. oh iya baunya enak tapii",2
Foaming Face Wash,venus101,"Combination, 19 - 24",venus101 doesn't recommend this product!,14 hours ago,aku pakai ini pas SMP-SMA dannnnnn bikin kering banget dikulit aku yg combi to oily. heuheu. repurchased? no. kalo dia suit into my skin type sih boleh aja soalnya gel nya itu lucu banget berwarna warni heuuuuu,3
Foaming Face Wash,krsgur,"Combination, 19 - 24",krsgur recommends this product!,a day ago,"cocok untuk kulit remaja, gak bikin kulit kering banget kayak tanah gersang tapi gak bikin licin banget kayak sabun masih nempel gitu, kalau wangi sih standar aja sih wangi face wash pada umumnya, aku suka kemasannya aja lucu",4
Foaming Face Wash,ambangal,"Combination, 19 - 24",ambangal recommends this product!,a day ago,"Sebenarnya produk ini tuh bagus, ada dimana mana, murah, dan kebanyakan temen temen w tuh pada make. Cuma ntah kenapa dikulit w agak kurang cocok ya, pas di kulit bersih cuma kok malah bikin kering. Akhirnya kalau pake produk ini ya harus pake pelembab extra.",3
Foaming Face Wash,Tyana,"Combination, 25 - 29",Tyana recommends this product!,a day ago,"dipakai jaman dulu waktu muka sering jerawatan sekarang masih dibeli karena sekarang suami biasa pakai ini 😅 ini gak terlalu banyak busanya, aku suka face wash yang gak banyak busa nya karena di aku bikin kulit gak tambah kering. kalau muka kalian berminyak dan atau je ... Read more",4
Foaming Face Wash,gurlbyby,"Combination, 19 - 24",gurlbyby doesn't recommend this product!,a day ago,"waktu itu keburu gatau beli facial wash apa soalnya lagi gak bawa skincare routine. sekitar semingguan pake ini, kok komedoku muncul ya, emang dia ini gentley facial wash jadi gak bikin kulit keset dan gak bikin kulit makin cerahan. alhamdulillah gak bikin bruntusan",3
Foaming Face Wash,Nabillanisa,"Combination, 19 - 24",Nabillanisa doesn't recommend this product!,2 days ago,"waktu itu liat iklan di tv trs lgsg beli setelahnya karna produk ini tuh anak muda banget cuy wkwkwkw bakalan cocok nih kyknya. pas pemakaiam tau2 nya gacocok;( muka jadi super duper kering yg sampe ngelupas gituuu kulitnyaaa, terus muka juga jadi kayak ketarik bangett",3
Perfect Whip Facial Foam,venusoktnd,"Normal, 19 - 24",venusoktnd recommends this product!,an hour ago,"Pastinya FOMO dong ngeliat review facial wash ini bagus dari semua orang. Akhirnya aku cobain dan beneran bagus. Suka banget sama foam nya yang banyak. Selebihnya nothing special sih, sama kaya produk facial wash yang lain untuk ngebersihin.",4
Perfect Whip Facial Foam,Maykl,"Combination, 18 and Under",Maykl doesn't recommend this product!,13 hours ago,nyoba ganti fw krn kulit jerawatan. liat ada yg rekomend senka buat jerawatan krn dia aman katanya busanya juga bnyk bkin jerawat tenang gtu. pas dicoba malah bkin breakout :( awalnya emg biasa aja eh lama lama jerawat makin gedee :( syg bgt pdhl kmasannya bagus. yg jrw ... Read more,2
Perfect Whip Facial Foam,Safitri_123,"Combination, 18 and Under",Safitri_123 recommends this product!,14 hours ago,"Gila sih, Senka ini emamg bagus banget. Senka ini foam nya emang banyak banget, dan juga ngelembabin bangetttt. Aku pake ini udh 1 tahunan, DAN AKU MASIH PAKE 1 BOTOL, DAN 1 BOTOL NYA BUAT AKU BISA BUAT 1 TAHUN, HUAAAA. BTW, KULITKU KOMBINASI, INI MAH RECOMEND PARAHHHHH ... Read more",5
Perfect Whip Facial Foam,auliatrisakti,"Combination, 25 - 29",auliatrisakti recommends this product!,19 hours ago,Nyobain produk fenomenal ini karena kebetulan dapet gift. Ternyata facial foam ini memang lumayan nyaman dipakai. Ringan banget di wajah dengan busa yang melimpah dan lembut. Efek setelah pemakaian kulit wajah juga jadi lebih freah dan kenyal.,4
Perfect Whip Facial Foam,astridmargarita,"Normal, 18 and Under",astridmargarita recommends this product!,a day ago,"tertarik karena satu company dgn shiseido yg terkenal bagus. selama pakai fw senka ini gaada efek negatif. busa nya bener² melimpah bikin wajah jd bersih. biasanya aku pakai kalo hbs hapus makeup sih. wangi nya soft, suka bgt🥰 denger² katanya dia bikin kering, tp menur ... Read more",5
Perfect Whip Facial Foam,deathie,"Combination, 25 - 29",deathie doesn't recommend this product!,a day ago,"iseng nyoba fw ini karena lagi pengen gonta ganti. 😁 dan ternyata nggak cocok, baru sekali ini nyoba fw dan nggak cocok di aku, langsung muncul jerawat cuuy, ya walaupun cuma satu satu sih tp ya gitu, tetep terus. munculnya, claimnya busa nya banyak, iya sih banyak tp ... Read more",2
Perfect Whip Facial Foam,ftramelia,"Oily, 19 - 24",ftramelia recommends this product!,a day ago,Ini facial foam magic!!! karena dia foamy tp ga bikin kering padahal pH nya lumayan basa (>7). Habis pakai ini kulit lembap kenyel trs agak cerahan jg. Dia ga langsung bikin muka ketarik sm kering gt setelah dipakai. Sudah habis brp botol ya lupa wkwkw karena ini cocok ... Read more,5
Perfect Whip Facial Foam,nandyayunita,"Combination, 19 - 24",nandyayunita recommends this product!,a day ago,"ini fw soso aja sih menurutku, krn abis pakenya lgsg cerah gt, gamblang. tp entarannya balik ke warna asli kulitku. trs abis makenya kdg merasa ketarik kdg gak. udah ngabisin dua tube dan tube ketiga ga aku lanjutin krn lg jerawatan parah",3
Perfect Whip Facial Foam,kikidesu,"Combination, 25 - 29",kikidesu recommends this product!,a day ago,pertama tama make suka banget karna ngebersihinnya kerasa dan sehabis cuci muka gak bikin kulit keset ketarik. busany lumayan banyak. udah repurchase berkali kali tapi makin ke sini kenapa berasa kurang nampol ya jadi biasa aja gak se-wow dulu.,4
Perfect Whip Facial Foam,benedictaseruni,"Dry, 25 - 29",benedictaseruni recommends this product!,a day ago,Dia ga bikin kulit kering tapi menurut aku lebih cocok digunakan untuk yang berkulit normal dibandingkan yang kulitnya kering. Ga bikin kulit ketarik dan harganya cukup terjangkau. Salah satu foolproof cleanser yang gampang ditemukan.,4
Gokujyun Ultimate Moisturizing Face Wash,marsilani,30 - 34,marsilani recommends this product!,an hour ago,"Untuk kulitku yang berminyak pake sabun ini bikin kulit wajah moist, gak bikin kering, keliatan lebih sehat. Kaya ada wangi kelapanya tapi gak nyengat. Udah sekitar 3 tahunan pake ini dan ngerasa cocok :)",5
Gokujyun Ultimate Moisturizing Face Wash,rhmsucc,19 - 24,rhmsucc recommends this product!,8 hours ago,"pertama kali nyobain facialwash hada labo yg ini bikin lembab bgt ga bikin muka kering kaya ketarik gitu walaupun busanya banyakk, hehe bagus produknyaa sampe skrng masi pake inii❤️ sempet ragu sama produk ini awal awalnya takut ini bo eh tenyata engga emmg sbgs itu",4
Gokujyun Ultimate Moisturizing Face Wash,yaniin0812,"Dry, 30 - 34",yaniin0812 doesn't recommend this product!,11 hours ago,"Pencarian dimulai setelah fw simple kesayanganku lg jd barang ghoib. Bnyak yg rekomendasiin ini bagus.. tp menurutku ini hampir mirip bgt sama fw wardah yg aloevera, cuma beda d tekstur aja, kalo HL creamy² gitu, kalo wardah aloe ya teksturnya gel. Pas dipake emang gk b ... Read more",1
Gokujyun Ultimate Moisturizing Face Wash,Hannatsaabit,"Dry, 18 and Under",Hannatsaabit recommends this product!,a day ago,"Dulu beli ini pas mau berhenti cream dokterr n its works! Katanya dia non alcohol n fragrance trus gentle di kulitt jd aku ngerasa aman untuk makenya. Teksturnya kyk cream lembutt gt enakk dehh walaupun dia gaada fragrancenya wanginya juga enak,busanya sedikit dan ngebe ... Read more",4
Gokujyun Ultimate Moisturizing Face Wash,Derahmania,"Oily, 19 - 24",Derahmania recommends this product!,a day ago,"no fragrance no alcohol, tapi wanginya tetep enak kaya coconut 🤭 busanya ga terlalu banyak tapi ga terlalu sedikit juga, busanya lembuuuuuuuuuuuuuut banget. sehabis pake ini kulit jadi lembab dan bersih tapi ngga jadi putih aneh gitu. pas 3 minggu pertama pake dibareng ... Read more",4
Gokujyun Ultimate Moisturizing Face Wash,Tyana,"Combination, 25 - 29",Tyana recommends this product!,a day ago,"pake ini udah sebulan. emang bagus banget face wash nya bikin kulit tetep lembab setelah cuci muka. ada busa nya tapi gak banyak, cukup lah. gak keras ke muka. kulit gak berasa ketarik kaya kalau aku pake face wash yang biasa. seneng banget udah nemuin face wash yang co ... Read more",5
Gokujyun Ultimate Moisturizing Face Wash,rkinan,"Oily, 19 - 24",rkinan recommends this product!,a day ago,"sebenernya ga ada pengaruh yang gimana-gimana banget sih, cuma membersihkan aja. Tapi face wash ini cukup gentle untuk yg kulitnya sensitif karena mengandung alkohol dan fragrance. Setelah pakai ini juga kulitku lumayan kenyal, dan terasa seger",4
Gokujyun Ultimate Moisturizing Face Wash,arahnfh,"Combination, 18 and Under",arahnfh recommends this product!,2 days ago,"parah sih, aku udh pemakaian botol ke 2 dan suka banget sama produk ini🔥😍!!! dia beneran ngasih efek melembabkan di muka aku yang kombinasi yang kadang suka kering kerontang g paham. wangi dia juga g macem²,kyk wangi natural aja gitu.karna g ada fragrance nya. beneran ... Read more",5
Gokujyun Ultimate Moisturizing Face Wash,Erikameidini,"Dry, 19 - 24",Erikameidini recommends this product!,3 days ago,"Face wash gentle dan affordable? Hada labo jawabannya😄 walau sekarang rada susah dan lebih mahal ya gara-gara tiktok hehe. Facewash ini teksturnya enak, busanya ngga yang berlebihan dan wanginya juga samar. Ngomongin hasilnya di kulit aku, dia kerasa gentle, ngga bikin ... Read more",5
Gokujyun Ultimate Moisturizing Face Wash,azqiazzahra,"Oily, 19 - 24",azqiazzahra doesn't recommend this product!,3 days ago,"Teksturnya rich sekali. Lebih cocok buat dry skin. After effect nya jadi seger, lembab, tapi masih kurang ngebersihin. Aku hapus pake micellar water lagi juga masih ada sedikit debu dan minyak. Aroma nya kurang suka, kaya bau obat gitu. Tapi ya dengan harga segitu, oke ... Read more",4
Tea Tree Skin Clearing Facial Wash,sheehantalitha,"Dry, 19 - 24",sheehantalitha doesn't recommend this product!,5 hours ago,sorry tbs tapi rangkaian tea tree ini bikin mukaku breakout :( sedih karena ternyata kulitku ini ga cocok sm tea tree. jadi setelah cuci muka pake ini muka berasa ketarik dan panas :( aku juga ga suka baunya. botolnya standar botol tbs lah ya 😞,1
Tea Tree Skin Clearing Facial Wash,kayrananda,"Combination, 18 and Under",kayrananda recommends this product!,20 hours ago,"aku pake ini kalo facial wash rutinku habis aja sih dan emang gadipake rutin,katanya bagus buat yang jerawatan atau ada jerawat Karna ada teatreenya,but kalo aku pake pas ada jerawat gitu emang lumayan bikin kering jerawatku sih tapi emang ga gimana yang waw gitu mungki ... Read more",4
Tea Tree Skin Clearing Facial Wash,salsabilazka,"Oily, 19 - 24",salsabilazka doesn't recommend this product!,a day ago,"sorry to say, facewash ini biasa aja di aku, ga bikin breakout tapi ga ngaruh juga di jerawat. wajah juga tetep minyakan:( udah habis sebotol ga ngaruh apa apa pokoknya:( padahal udah excited bgt nyoba facewash ini, sayang sekali huhuhuu:(",2
Tea Tree Skin Clearing Facial Wash,reycput10,18 and Under,reycput10 recommends this product!,2 days ago,"(JUAL UKURAN KECIL 60ML NEW) Aku udh repurchase botol yg gede 3 kali dan aku jg beli yg botol kecil 2 botol, tp karna skin condition aku berubah aku mutusin buat ganti ke facial wash yg lebih gentle. Aku masih ada 1 botol yg ukuran kecil 60ml msh full, msh segel, mau ak ... Read more",5
Tea Tree Skin Clearing Facial Wash,ssheryn,"Oily, 18 and Under",ssheryn recommends this product!,6 days ago,Pertama kali cobain dunia perskincare an ini cobain TBS karena ada di mall. Lumayan cocok di awal jerawat beruntusan di jidat ilang. Tapi lama2 ga gtu ngaruh buat yg masih remaja cocok utk kantong dan ini bagus,4
Tea Tree Skin Clearing Facial Wash,tantimastika,25 - 29,tantimastika recommends this product!,11 Sep 2020,"Facial wash pacar yang kulitnya lebih sensitif dan oily. Ajaibnya cuma cocok sm tea tree-nya tbs, Yang gak bikin jerawat doi kambuh. Udah abis berbotol2 dalam setahun. Makanya kadang suka nyetok kalo lagi promo :))",4
Tea Tree Skin Clearing Facial Wash,ayupoppy,25 - 29,ayupoppy recommends this product!,10 Sep 2020,"This product doesn't work on me. karena sama oilnya, aku berani buat coba semua varian tea tree. Tapi facial wash ini malah bikin kulitku jadi lebih berminyak dan jerawat-jerawat kecil malah gak hilang-hilang. So I stop this dan berganti sama cetaphil.",2
Tea Tree Skin Clearing Facial Wash,lyssietan,"Oily, 19 - 24",lyssietan recommends this product!,08 Sep 2020,"pertama kali pake ini pas masih ponian rata sekitar 6 tahun lalu dan aku msh pake sampe skrg. karena poniku tebel banget jd gampang banget jerawatan di daerah jidat karena kotor dan keringat. utk muka yg jerawatnya gendut"" dan berisi cobain pake ini deh. seger banget da ... Read more",5
Tea Tree Skin Clearing Facial Wash,cacaa17,"Combination, 18 and Under",cacaa17 recommends this product!,08 Sep 2020,"produk ini bagus banget dan cocok banget di kulit aku yang kombinasi, berjerawat, dan bruntusan. produk ini bener-bener ngebantu banget buat menghilangkan jerawat dan bruntusan di wajah aku. facial wash ini juga ga bikin wajah menjadi kering, facial wash ini justru ngel ... Read more",5
Tea Tree Skin Clearing Facial Wash,Yunitaella,"Oily, 19 - 24",Yunitaella recommends this product!,06 Sep 2020,Juaranyaa buat blemish skin deh! meskipun awal mencoba wajah akan kerasa ketarik karena sifatnya dia nge-matt wajah tapi ampuh banget ngebuat wajah terhindar dari bakteri penyebab jerawat-jerawat nakal,4
Low pH Good Morning Gel Cleanser,shabilayub,"Oily, 19 - 24",shabilayub recommends this product!,23 minutes ago,"Sabun cuci muka paling aman, paling gentle, udh lah gausah banyak2 berpikir buat beli wkwk setidaknya kudu cobain walau sekali mah😆 derajatnya sama lah kaya TBS tea tree, kalo sabun cuci muka abis dan emg lagi ga kepikiran buat coba2 produk baru, ya balik2 lagi kesinii ... Read more",5
Low pH Good Morning Gel Cleanser,venus101,"Combination, 19 - 24",venus101 recommends this product!,14 hours ago,ini tuh penyelamat aku untuk ngontrol jerawat. ini gentle banget! buat yg anti foam atau cream fw better pake ini! sampe skrg aku masih pake. cuma barengan sama tbs sih! ini tuh fw paling anti iritasi. enak banget dah. cuma bau tree tea nya emang kecium bat sama kek tbs ... Read more,5
Low pH Good Morning Gel Cleanser,kayrananda,"Combination, 18 and Under",kayrananda recommends this product!,a day ago,"ini facial wash kayaknyaa bakal aku pake terus dehh belum nemu yang sebagus ini buat ngebersihin mukaa tapi tetep ngejaga kelembapan muka juga, ga bikin kering,ga bikin ketarik juga di aku sih so far amann bangett, but setau aku ini ga aman buat fungal acne? Tapi gatau ... Read more",5
Low pH Good Morning Gel Cleanser,Erick_Wijaya,"Combination, 19 - 24",Erick_Wijaya recommends this product!,a day ago,"Aku mau jual fw ini baru 3 minggu pemakaian, ori sociolla aku pasang harga 60rb aja daerah bogor (terutama bogor barat) & jakpus bisa cod nanti aku samperin. Aku jual Hadalabo Toner yang strip ijo (for oily) juga msh banyak bgt. contact wa 089622224842 Terima Kasih.",4
Low pH Good Morning Gel Cleanser,benedictaseruni,"Dry, 25 - 29",benedictaseruni recommends this product!,a day ago,"Salah satu my all time favorite cleanser. Dia ga bikin kulit terasa kering dan ketarik. Formulanya ringan dan cocok digunakan sehari - hari. Rasanya seger banget kalau habis cuci muka pakai ini. Kalau kulit kamu sangat kering, kamu mungkin akan lebih suka cream cleanser ... Read more",4
Low pH Good Morning Gel Cleanser,indahramadh,"Combination, 25 - 29",indahramadh recommends this product!,a day ago,"aku suka cleanser ini, dia efektif membersihkan muka ga bikin ketarik. sesuai namanya, aku sering pakai dia pagi-pagi, tp bisa juga buat sore ataupun malam. bentuknya gel bening, wanginya tea tree mirip-mirip TBS, tapi ga terlalu strong. busa nya ga terlalu banyak dan f ... Read more",5
Low pH Good Morning Gel Cleanser,Faifaifai,"Oily, 18 and Under",Faifaifai doesn't recommend this product!,2 days ago,"Ini failed banget buatku. Katanya gentle cleanser, so i tried it last year. Awalnya ok, tapi makin hari kok di area sekitaran hidung jadi gatal dan sampe luka. Kondisi kulit emang campur. Ada oily ada dry. Yang di area dry mungkin jadi makin kering karena ini. Akhirnya ... Read more",2
Low pH Good Morning Gel Cleanser,stefanisanjaya,"Dry, 19 - 24",stefanisanjaya recommends this product!,2 days ago,"Dia struktur nya kayak gel gitu, ga berbau dan enak banget. Selama aku pake sih cocok2 aja, bikin ngelembabin dan jerawat jg lama2 hilang. Bruntusan aku jg pake ini bisa hilang lama2, jadi rekomendasi buat kalian kalau kulit nya normal to dry kaya aku.",4
Low pH Good Morning Gel Cleanser,Elsalinaejp,"Oily, 19 - 24",Elsalinaejp recommends this product!,2 days ago,"Beli ini udah lama banget, hasilnya gangerti lagi deh. Bagus banget pokoknya. Teksturnya kental, bening, wanginya tea tree, gak berbusa yang berlebihan gitu, gak bikin keset dan gak licin juga. Isinya 150 ml, lumayan banyak. Udah pernah ganti sabun muka yang lain, tapi ... Read more",5
Low pH Good Morning Gel Cleanser,finasalsabila,"Combination, 18 and Under",finasalsabila recommends this product!,2 days ago,"Awalnya nyoba nyari facialwash yang gentle, dan karna banyak yg saranin pake ini akhirnya kebeli yang versi travel sizenya dulu, dan cocokkk beneran gaberasa keset, ketarik, aku coba ini waktu jidatku masih banyak bruntusan gegara purging, dan setelah pake ini bruntusan ... Read more",5
Shirojyun Ultimate Whitening Face Wash,anyakusuma,"Oily, 19 - 24",anyakusuma doesn't recommend this product!,21 hours ago,"Aku dapet ini waktu event JxB, dapet yang kemasan kecil. Lumayan lah untuk coba face wash baru. Sebenernya gak timbul masalah kok, cuman ya biasa aja face wash ini. Gak ngerasain efek lebih cerah juga. Wangi dan teksturnya oke. Mungkin akan coba face wash yang lain.",4
Shirojyun Ultimate Whitening Face Wash,marcellina,"Combination, 19 - 24",marcellina recommends this product!,a day ago,"pertama kali coba kulit langsung terasa lembab dan halus banget. untuk efek mencerahkan juga udah mulai keliatan setelah pemakaian kurang lebih 1 bulan. untuk harga masih cukup terjangkau, gak terlalu mahal",4
Shirojyun Ultimate Whitening Face Wash,ashaabulj,"Combination, 19 - 24",ashaabulj recommends this product!,2 days ago,"Baru pertama kali nyobain fw hadalabo shirojyun ini, tapi kulit ku jadi kering banget. Kalau kata teman ku itu artinya kulit aku normal to dry jadi ga cocok. Boleh mint pendapat, kira-kira aku lanjutin pakai aja atau engga ya",3
Shirojyun Ultimate Whitening Face Wash,Lindanuriya,"Combination, 18 and Under",Lindanuriya recommends this product!,2 days ago,"For the first time try this product✨ Awalnya aku kena racun tiktoknya kak abelsoe yang katanya hadalabo itu bagus banget untuk semua jenis kulit,dan gentle banget.nah ka abel tuh saranin nya yg puat kulit berjerawat kyk aku ini pake yang hadalabo gokujyun,tp dapetnya ma ... Read more",5
Shirojyun Ultimate Whitening Face Wash,hhhhfdz,"Combination, 19 - 24",hhhhfdz recommends this product!,2 days ago,"ini bagus kalo di-mix sama produk yang tepat. beli ini karena waktu itu yg shirojyun udh mau abis, tapi malah gaada yaudah beli yg ini. gak expect apa apa tapi ternyata cocok, wajah lebih cerahan dan hydrated pula, some stubborn dark spot (PIH) started to fade away (kal ... Read more",4
Shirojyun Ultimate Whitening Face Wash,izsazafira,"Normal, 19 - 24",izsazafira doesn't recommend this product!,2 days ago,"pakai ini karna lagi cari produk yang mencerahkan. karna klaimnya mencerahkan juga jadilah aku coba beli. buat tekstur dan bau masih sama kaya yang gokujyun. waktu aku pakai ternyata cuma berefek ngelembabin aja kaya seri gokujyun, buat mencerahkannya ga keliatan sama s ... Read more",3
Shirojyun Ultimate Whitening Face Wash,Vhisnu,"Oily, 25 - 29",Vhisnu recommends this product!,4 days ago,"Pertama kali pake produk ini pas nyoba yg trial kit hadalabo yg warna biru. ternyata efeknya di aku enak aja sih..agak cerahan, jadi aku lanjutin beli yg facial washnya hadalabo sirojyunnya.. efek dimuka enak aja sih, bikin seger kalo pas abis dipake, tapi ga berasa dit ... Read more",4
Shirojyun Ultimate Whitening Face Wash,Rimaelins,"Oily, 19 - 24",Rimaelins recommends this product!,5 days ago,"Suka banget sama facial wash ini. Bikin cerah muka pas sesudah pake ini, bikin seger juga. Meskipun banyak busanya tapi ini ga bikin kering dan ketarik sama sekali. Teksturnya juga oke banget, gaada wangi yang mengganggu di hidung samasekali",5
Shirojyun Ultimate Whitening Face Wash,lismagiovani,"Dry, 25 - 29",lismagiovani recommends this product!,5 days ago,Salah satu facial wash dengan busa cukup melimpah tapi ga buat kulit wajah ketarik. So far good banget. Harganya juga ga begitu mahal. Ada kandungan arbutin dan whitening extract yang pas banget buat mencerahkan cuman lama lama balik lagi sih ke warna kulit asli tetep h ... Read more,4
Shirojyun Ultimate Whitening Face Wash,Sasa__,"Combination, 19 - 24",Sasa__ recommends this product!,6 days ago,"Bagus sih ingredientsnya gentle, efek di aku gak bikin ketarik. tapi karna aku rencana mau pakai dokter, mau aku preloved aja baru bgt dipakai & aku jg punya fw yg ultimate moisturizingnya blm lama dipakai kurang lbh 3harian, ukuran besar kalau mau Bisa wa 082325768136 ... Read more",4
Lightening Micellar Gentle Wash,Airara_airuel345,"Dry, 25 - 29",Airara_airuel345 recommends this product!,a day ago,"beli ini karna biasanya beli sariayu tapi ngga ada, yaudah iseng aja cobain. fw ini busanya lembut tapi ngga tau kenapa aku ngerasa kayak boros aja gt, harus mencet banyak biar wajah aku terasa bersih. yang aku rasain setelah cuci muka ngga kesat tapi lembut gitu. aku k ... Read more",4
Lightening Micellar Gentle Wash,sajangnim,"Normal, 18 and Under",sajangnim recommends this product!,a day ago,"beli ini gegara lucu banget liat packagingnyaaa, terus juga aku lagi pencarian fw banget, pas iseng baca claimnya lumayan juga. jadi beli deh. markicob aja duluu, berharap bangett semoga ga bikin bo di aku.",4
Lightening Micellar Gentle Wash,ayyunaa,"Combination, 19 - 24",ayyunaa recommends this product!,6 days ago,yahh facial wash favorit akuh. fw ini gentle banget jadi ngga bikin muka kering. apalagi dengan formulanya yang baru bikin makin mantull. pokoknya dia ngga pernah bikin masalah di muka aku. membersihkannya juga ok. lop banget dahh,5
Lightening Micellar Gentle Wash,ayuthiacv,"Combination, 19 - 24",ayuthiacv recommends this product!,11 Sep 2020,"Asli packagingnya gemesin banget. Terus wanginya termasuk soft sih buat aku, klaimnya non soap formula tapi masih ada busanya menurut aku masih gapapa. Ga bikin kulit kering atau ketarik gtu abis dibilas.",4
